id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price
958,"Bright, Modern Garden Unit - 1BR/1BTH",1169,,Western Addition,37.77028,-122.43317,Entire home/apt,161
5858,Creative Sanctuary,8904,,Bernal Heights,37.74474,-122.42089,Entire home/apt,235
7918,A Friendly Room - UCSF/USF - San Francisco,21994,,Haight Ashbury,37.76555,-122.45213,Private room,56
8142,Friendly Room Apt. Style -UCSF/USF - San Francisco,21994,,Haight Ashbury,37.76555,-122.45213,Private room,56
8339,Historic Alamo Square Victorian,24215,,Western Addition,37.77564,-122.43642,Entire home/apt,895
8739,"Mission Sunshine, with Private Bath",7149,,Mission,37.7603,-122.42197,Private room,169
10251,Victorian Suite in Inner Mission,35199,,Mission,37.75831,-122.41386,Entire home/apt,150
10578,Classic Nob Hill Studio - Roof Deck,37049,,Nob Hill,37.79249,-122.41499,Entire home/apt,120
10820,Haight Buena Vista Park Garden 3BR,38836,,Haight Ashbury,37.77025,-122.43836,Entire home/apt,170
10824,Victorian House in Hayes Valley - 3BED-2BA,38836,,Western Addition,37.77424,-122.42441,Entire home/apt,166
10832,Union Square Modern Loft,38836,,Downtown/Civic Center,37.78527,-122.40861,Entire home/apt,116
11490,Cozy Nob Hill Nook 2BR 1BA mo rental w parking,42681,,Nob Hill,37.7914,-122.41149,Entire home/apt,135
12041,Sunny/Sunset view room UCSF/USF - San Francisco,21994,,Haight Ashbury,37.76901,-122.44701,Private room,65
12042,Sunny/Sunset view room UCSF/USF - San Francisco,21994,,Haight Ashbury,37.76932,-122.44723,Private room,65
12522,Perfectly located Castro,18431,,Castro/Upper Market,37.76237,-122.42992,Private room,79
18231,Loft-like Apt./Garden (monthly only available),70224,,Noe Valley,37.74916,-122.42971,Entire home/apt,84
18904,Lower Haight Urban Zen With Private Bath,72464,,Western Addition,37.77247,-122.43301,Private room,110
21334,Studio loft on top of Russian Hill,81455,,Nob Hill,37.7962,-122.41562,Entire home/apt,130
23630,Castro Guest Suite With Continental Breakfast,93257,,Castro/Upper Market,37.75818,-122.44153,Entire home/apt,155
24463,"Potrero Hill ""Nest"" Quiet, Comfy & Convenient",99128,,Potrero Hill,37.75565,-122.40125,Private room,154
24723,Guest Suite in PacHeights,100800,,Pacific Heights,37.78897,-122.43376,Entire home/apt,189
25094,San Francisco's Luxury Oasis Private Room On Noe,103339,,Glen Park,37.74159,-122.43159,Private room,160
27025,Modernized Edwardian Apartment in the Castro/Eureka Valley,115673,,Castro/Upper Market,37.76096,-122.43155,Entire home/apt,119
27028,Secret Mission Garden,7149,,Mission,37.76005,-122.42208,Private room,180
29373,Sunny house with garden,126263,,Bernal Heights,37.73871,-122.41167,Entire home/apt,164
29557,gigi's bed and breakfast,126036,,Outer Richmond,37.77885,-122.50534,Entire home/apt,175
32414,"Cozy, Sunny and Private Space",140251,,Bernal Heights,37.74038,-122.41327,Entire home/apt,150
33578,Potrero Hill Garden Lookout,145258,,Potrero Hill,37.76451,-122.39643,Entire home/apt,270
39174,Bette's New Place,127367,,Mission,37.74918,-122.42478,Entire home/apt,107
39418,"Comfortable Home Base, Bernal Heights",169184,,Bernal Heights,37.741,-122.42018,Entire home/apt,73
40092,Cute Private Apt in the hip Mission,172182,,Mission,37.7617,-122.41887,Entire home/apt,107
41055,Quiet Cozy Castro Cottage,178043,,Castro/Upper Market,37.76123,-122.43326,Entire home/apt,163
41172,Sue's Place in Bernal Heights,53314,,Bernal Heights,37.74132,-122.41818,Private room,125
41423,Guest Cottage - SF,180715,,Glen Park,37.7369,-122.43451,Entire home/apt,125
41609,Spacious Quiet SF Downtown Retreat,54299,,Downtown/Civic Center,37.78887,-122.41306,Entire home/apt,149
42577,Garden View Hideaway - PET FRIENDLY,127367,,Potrero Hill,37.75454,-122.38698,Entire home/apt,150
43732,Argent Alley Panorama,127367,,Twin Peaks,37.75283,-122.44411,Entire home/apt,120
44032,The Mission-100% Private,98733,,Mission,37.75158,-122.41158,Entire home/apt,120
44680,Cute Noe/Mission Apartment,196626,,Mission,37.75131,-122.42167,Entire home/apt,150
47682,One-bedroom apt.  Lafayette Park,216682,,Pacific Heights,37.79186,-122.42429,Entire home/apt,119
51557,Centrally Located Victorian Apartment,237200,,Western Addition,37.7714,-122.42935,Entire home/apt,125
51773,Prime Location - Small Cozy Room,216682,,Pacific Heights,37.79373,-122.42507,Private room,43
53280,Large & sunny room with bath + yard,126263,,Bernal Heights,37.73805,-122.41165,Private room,95
53934,"Urban Rainbow: Artsy, Downtown Condo",252376,,Downtown/Civic Center,37.78786,-122.41618,Entire home/apt,130
54518,Financial District Corporate Condo,255971,,Financial District,37.79337,-122.40198,Entire home/apt,145
54634,Studio Apartment Lafayette Park,216682,,Pacific Heights,37.79352,-122.42649,Entire home/apt,96
55632,"❤️Stunning Luxury Apt, 5 star reviews, Laundry,",262875,,Outer Richmond,37.77927,-122.48432,Entire home/apt,125
55636,"❤️ Super luxury Apt, Great View,  5 Star Reviews",262875,,Twin Peaks,37.74778,-122.44566,Entire home/apt,116
56621,Prime Location - Large Private Room,216682,,Pacific Heights,37.79183,-122.42425,Private room,47
57479,Beautiful Alamo Park flat w deck,210882,,Western Addition,37.77434,-122.4373,Entire home/apt,500
57561,"Bernal Heights Apartment, Patio + Parking",272890,,Bernal Heights,37.74684,-122.41548,Entire home/apt,178
57676,"Bartlett Gardens: Spacious, bright!",142882,,Mission,37.75758,-122.42043,Private room,99
59702,Garden Cottage Charming!,287136,,Bernal Heights,37.74188,-122.4127,Private room,150
59831,Lovely quiet private room in Home,287859,,Outer Sunset,37.75674,-122.49178,Private room,100
60365,Charming Victorian 3-Bedrms-2Baths + Free Parking!,279544,,Western Addition,37.77034,-122.43594,Entire home/apt,450
62519,Lovely Room in Charming Edwardian,304426,,Noe Valley,37.7422,-122.42996,Private room,85
63247,Lovely art suite with parking and yard,290120,,Mission,37.74921,-122.41422,Entire home/apt,164
64165,Great room in a fantastic location!,237691,,Marina,37.80284,-122.42839,Private room,105
66119,Large garden studio  apt. near Golden Gate Park,52862,,Outer Richmond,37.77737,-122.47985,Entire home/apt,90
68239,Beautiful 1bdr apt by Dolores Park in Mission,337833,,Mission,37.75393,-122.42505,Entire home/apt,326
69410,Private 1BR Inner Richmond Apt,347624,,Inner Richmond,37.77585,-122.46413,Entire home/apt,80
69681,Panorama Pacific View - Pet Friendly,127367,,Outer Richmond,37.77505,-122.50776,Entire home/apt,185
70139,Noe Valley Eco-Escape +Maid Service,354456,,Bernal Heights,37.74544,-122.42271,Entire home/apt,110
70753,Single Bed In 8 Bed Dorm Room #1,329072,,Financial District,37.7937,-122.40417,Shared room,45
71645,"Northslope Studio in Bernal Heights with a Zen, Leafy Patio",367464,,Bernal Heights,37.74409,-122.40846,Entire home/apt,113
71779,スタジオアパート,368770,,Inner Richmond,37.77487,-122.46543,Entire home/apt,80
72365,Large loft studio in the center of SF. F1A,374909,,Western Addition,37.77489,-122.4322,Entire home/apt,90
72444,Single Bed In 8 Bed Dorm Room #2,329072,,Financial District,37.7937,-122.40417,Shared room,45
72921,Wonderful private 1 bedroom apt. F6,374909,,Western Addition,37.77487,-122.43221,Entire home/apt,100
74451,Views of SF from a nice studio F5,374909,,Western Addition,37.77497,-122.4323,Entire home/apt,100
77175,Social Distance Friendly Private Studio,395569,,Glen Park,37.73711,-122.43525,Entire home/apt,129
78651,Heart of the Mission: Hot spot,142882,,Mission,37.75585,-122.42081,Private room,85
80394,Hideaway in the Haight,126930,,Haight Ashbury,37.77065,-122.44433,Entire home/apt,135
81158,Sweet 1 br Garden Apartment -  Lewhit Cottage,439589,,Western Addition,37.78408,-122.44436,Entire home/apt,72
83257,Charming Lower Pac Hts Private Room,453743,,Western Addition,37.78353,-122.44369,Private room,90
91957,Sunny SF Flat with 5*s,495796,,Haight Ashbury,37.76114,-122.44929,Entire home/apt,225
96383,Prime Location Bright Private Room,216682,,Pacific Heights,37.79359,-122.42421,Private room,49
99094,Spacious Edwardian Flat SF Mission,522225,,Mission,37.76945,-122.42456,Entire home/apt,249
105497,Private Room in San Francisco!,547669,,Outer Sunset,37.75699,-122.4973,Private room,90
109883,San Francisco Serenity/ lovely home,566147,,West of Twin Peaks,37.73241,-122.46432,Entire home/apt,140
110825,Charming Cottage with Bay View,568933,,Bayview,37.71664,-122.38981,Entire home/apt,120
114401,Room w/ a View in the Castro!,580606,,Castro/Upper Market,37.75939,-122.43051,Private room,115
115242,Telegraph Hill-Full Bay View.Updated 1br++.Parking,582450,,North Beach,37.80599,-122.40943,Entire home/apt,130
121065,Victorian 1BR/1BA in Castro/Duboce,608445,,Western Addition,37.77117,-122.43292,Entire home/apt,110
124011,Golden Gate Park/UCSF Family High-Tech Victorian,617985,,Inner Sunset,37.76317,-122.47029,Entire home/apt,580
128230,Castro Sanctuary,634277,,Castro/Upper Market,37.75737,-122.43566,Entire home/apt,295
130775,Emergency happy room-sink  UCSF/USF-San Francisco,21994,,Haight Ashbury,37.76555,-122.45213,Private room,56
132441,"Calm, Cool & Collected
on Sunny Bernal Hill",650862,,Bernal Heights,37.73987,-122.4234,Private room,96
138221,Lone Mountain Pied A Terre,674976,,Inner Richmond,37.77664,-122.45586,Entire home/apt,104
138592,Modern Architectural Gem - 4 Bdrm,648553,,Noe Valley,37.75635,-122.42864,Entire home/apt,1250
138772,Garden Studio,261304,,Castro/Upper Market,37.75848,-122.43246,Private room,150
142177,"Stylish, Spacious and Quiet Flat!",656263,,Outer Richmond,37.7844,-122.47932,Entire home/apt,375
144043,Cozy Room in Eclectic SF Farmhouse!,698337,,Bernal Heights,37.74509,-122.4073,Private room,77
144242,Lake Street Single Family Home,699215,,Inner Richmond,37.78546,-122.46148,Entire home/apt,495
144978,Prime Location - Small Basic Room,216682,,Pacific Heights,37.79233,-122.42431,Private room,53
147443,Best Views in all of San Francisco,709325,,Diamond Heights,37.74633,-122.44591,Entire home/apt,170
148627,Romantic Marina Garden Studio,709325,,Marina,37.79961,-122.42771,Entire home/apt,80
148769,Ground Floor Studio with Garage Parking,709325,,Twin Peaks,37.75045,-122.44956,Entire home/apt,70
150347,Cute Private 2Br Apt in the Mission with Parking!,172182,,Mission,37.75981,-122.4188,Entire home/apt,149
166771,DOWNEY STREET - Victorian Flat,794467,,Haight Ashbury,37.76973,-122.44695,Entire home/apt,132
175090,FINANCIAL DIST: Gino's Cozy Getaway,127367,,Financial District,37.79203,-122.40284,Entire home/apt,110
175102,FIN. DIST: Mario's Studio Penthouse,127367,,Chinatown,37.79175,-122.4045,Entire home/apt,135
183859,"Family-Friendly Flat In San Francisco, CA. USA",882283,,Glen Park,37.73604,-122.43777,Entire home/apt,220
191632,Private Entrance Garden Studio,583207,,Haight Ashbury,37.77444,-122.44969,Entire home/apt,138
193292,Nice Rooms With Private 1/2 Bath,937281,,Noe Valley,37.75117,-122.42567,Private room,120
201313,Fully Furnished 1 bedroom apartment,1479964,,North Beach,37.80356,-122.40437,Entire home/apt,140
207980,"3 Bdrm City View Home w/Parking, deck,",1023546,,Diamond Heights,37.74325,-122.43756,Entire home/apt,295
208714,Cozy fully furnished one bedroom apartment in SF,1027819,,Downtown/Civic Center,37.78897,-122.41245,Entire home/apt,199
208831,Virtually Your Own Apt in Nth Beach,1028577,,Russian Hill,37.80121,-122.41339,Entire home/apt,160
209420,Luxury Modern Loft,1031942,,South of Market,37.76996,-122.4038,Entire home/apt,225
209514,Haight Ashbury Experience Room 2,1032643,,Haight Ashbury,37.77255,-122.44985,Private room,68
211117,Spacious Garden-Level Apartment,1089812,,Western Addition,37.77625,-122.42863,Entire home/apt,130
212783,Haight Ashbury Experience Room 1,1032643,,Haight Ashbury,37.77085,-122.44814,Private room,68
213532,Haight Ashbury Experience Room 4,1032643,,Haight Ashbury,37.77175,-122.45012,Private room,68
217106,Great Ashbury Studio in SF  A3,374909,,Haight Ashbury,37.76551,-122.44614,Entire home/apt,90
218567,Balcony on Fillmore Street +Parking,1130612,,Western Addition,37.78618,-122.43209,Entire home/apt,200
220418,Haight Ashbury Experience Room 3,1032643,,Haight Ashbury,37.77031,-122.44948,Private room,68
229240,Single Bed In Dorm At Downtown Hostel #3,329072,,Financial District,37.7937,-122.40417,Shared room,35
229319,Bernal pied-à-terre,12798954,,Bernal Heights,37.73825,-122.41451,Entire home/apt,135
231129,Nob Hill Mini Mansion,1208533,,Nob Hill,37.79278,-122.41007,Entire home/apt,1000
231752,Mid-Century Garden Flat in Charming Upper Castro Victorian,691445,,Castro/Upper Market,37.75751,-122.44016,Entire home/apt,250
232060,Lovely Private Suite Near UCSF- Monthly Only,1214006,,Inner Sunset,37.75893,-122.4664,Entire home/apt,99
238204,Spacious SF Getaway Near The Ocean,1248132,,Parkside,37.74228,-122.50415,Entire home/apt,154
241235,Bed In 8 Bed Dorm Near Financial District #4,329072,,Financial District,37.7937,-122.40417,Shared room,38
245339,1 Bedroom near Ballet Symphony,1257432,,Downtown/Civic Center,37.78353,-122.41997,Entire home/apt,129
256176,Private entrance bd/bath by GG Park,976125,,Inner Richmond,37.77713,-122.456,Private room,100
258786,Room with Bay Views,698337,,Bernal Heights,37.74344,-122.4066,Private room,68
259621,Single Dorm Bed In Friendly Hostel Community #6,329072,,Financial District,37.7937,-122.40417,Shared room,38
259622,Single Dorm Bed In Friendly Hostel Community #5,329072,,Financial District,37.7937,-122.40417,Shared room,38
269463,Elegant Victorian Flat in Haight,1244308,,Haight Ashbury,37.76761,-122.45139,Entire home/apt,250
271602,Luxury Condo Downtown/ SoMa,1421296,,South of Market,37.77907,-122.40503,Entire home/apt,81
271647,"Private Room w/ 2 Queen Beds, Steps to Ocean Beach",1421509,,Outer Sunset,37.75334,-122.50794,Private room,60
273530,"Sunny Potrero Townhouse ""Nest""",99128,,Potrero Hill,37.75533,-122.39927,Entire home/apt,339
274334,Newly remodeled clean/private bath,1434669,,Outer Sunset,37.7517,-122.5051,Private room,79
279184,"Sunny 3 BR home in the Mission, great location",1456262,,Mission,37.75059,-122.41415,Entire home/apt,475
280549,Bungalow Rooms with Great Views,1454829,,West of Twin Peaks,37.73948,-122.44947,Private room,250
284117,"Cozy, Charming Cottage nestled in a Quiet Garden",1479905,,Glen Park,37.74102,-122.42815,Entire home/apt,85
285499,Castro States Street View Penthouse,1479964,,Castro/Upper Market,37.76349,-122.4397,Entire home/apt,199
288213,Stylish Potrero Garden Flat for Two,1498483,,Potrero Hill,37.75924,-122.38948,Entire home/apt,196
295240,Garden Apartment Oasis with Lush Greenery and a Hot Tub,1525192,,Castro/Upper Market,37.76066,-122.44102,Entire home/apt,299
307837,"Lovely, garden studio apartment",1583952,,Noe Valley,37.75314,-122.43724,Entire home/apt,169
308885,North Beach Best Location and View,1588855,,Financial District,37.79739,-122.4052,Entire home/apt,90
314248,Pacific Heights 3 bedroom home,1614566,,Pacific Heights,37.78946,-122.43538,Entire home/apt,325
314368,2BR North Beach - Perfect for Business or Leisure,1229762,,North Beach,37.80333,-122.40962,Entire home/apt,585
317121,Small but practical studio in SF,374909,,Haight Ashbury,37.76547,-122.44616,Entire home/apt,60
325478,Spacious & artsy 2br Dolores Park flat,1579337,,Mission,37.76122,-122.42319,Entire home/apt,325
326650,Lovely beautiful Apt Pac Fillmore,1670339,,Western Addition,37.78457,-122.43177,Entire home/apt,199
329020,"The Clock Tower, circa 1907.",326840,,South of Market,37.78377,-122.39275,Entire home/apt,250
330535,Victorian Flat amongst the Trees.,625762,,Haight Ashbury,37.76699,-122.44643,Entire home/apt,150
338849,Best area Bright LARGE Beautiful,1670339,,Western Addition,37.78599,-122.43232,Private room,59
342420,Large Victorian House in Castro,1737796,,Castro/Upper Market,37.76235,-122.42969,Entire home/apt,662
350479,"Sunny, garden view bedroom",1776403,,Mission,37.75783,-122.41063,Private room,65
353292,"Mid-Century Modern Flat, Central Locale",1789683,,Western Addition,37.77201,-122.4297,Private room,90
371595,"Private Garden Room- Near UCSF, Sutter Heath & DT",165574,,Presidio Heights,37.78146,-122.45619,Entire home/apt,60
379349,Best location in San Francisco,1901233,,Haight Ashbury,37.76646,-122.44425,Entire home/apt,134
394575,Grand and Cozy 1920's SF Studio,1190192,,Bernal Heights,37.74131,-122.41179,Entire home/apt,129
400433,"Stylish Mission Condo, steps to Dolores Park",1583699,,Mission,37.76015,-122.42098,Entire home/apt,355
409549,Bernal Village Small Town San Fran,684131,,Bernal Heights,37.73812,-122.41807,Entire home/apt,229
409560,Clean Well-lighted Place to Stay,2038517,,Ocean View,37.72034,-122.46745,Private room,57
413663,Luxury PanoView NoeValley Penthouse,1371146,,Noe Valley,37.7488,-122.44064,Entire home/apt,189
415498,Prime Location - Studio Apartment,216682,,Pacific Heights,37.79395,-122.42609,Entire home/apt,89
423300,"Wild Garden unit  (coders' paradise, 1000 sq .ft.)",1776403,,Mission,37.75686,-122.41019,Entire home/apt,110
424846,San Francisco Pied-à-terre,2112291,,Inner Richmond,37.7835,-122.47445,Private room,421
431862,Penthouse Studio w Rooftop Deck!,1257432,,Downtown/Civic Center,37.78136,-122.42112,Entire home/apt,118
437385,Restful Room in a Condo with a Wood Fire,2172763,,Outer Richmond,37.77902,-122.50376,Private room,111
438940,Classic Room in the Heart of The Castro,1841207,,Castro/Upper Market,37.758919,-122.434776,Private room,83
442349,Right in the middle living,2198022,,Western Addition,37.77528,-122.42706,Entire home/apt,150
442397,OceanBeach2br2BathFreeParking!,2198311,,Outer Sunset,37.7587,-122.5088,Entire home/apt,324
444675,"Lux Furnished 3-bed. Bay Views, Huge Yard & Patio",2206832,,Glen Park,37.74088,-122.43251,Entire home/apt,195
450992,Charming Apt in the middle of SF F1,374909,,Western Addition,37.77477,-122.43225,Entire home/apt,90
455783,Queen Size Bed in Private Room with Loft at Beach,1421509,,Outer Sunset,37.7541,-122.50854,Private room,44
456264,Modern 2BR/1BA Russian Hill Condo,2268272,,Russian Hill,37.80436,-122.41913,Entire home/apt,149
459990,Russian Hill Studio,1479964,,Russian Hill,37.79932,-122.41488,Entire home/apt,125
465723,Charming suite in West Portal area,305557,,Parkside,37.74033,-122.47144,Entire home/apt,160
467507,Gorgeous Bernal Heights Studio Apartment,2320888,,Bernal Heights,37.74797,-122.41111,Entire home/apt,165
468490,Penthouse Panoramic View Home with Decks,285168,,Russian Hill,37.80109,-122.41385,Entire home/apt,399
468751,"2 bedroom garden flat, heart of SF",2326926,,Mission,37.76717,-122.42495,Entire home/apt,280
470686,Private bath/Queen bdrm/Super Location,2335495,,Mission,37.76761,-122.42474,Private room,125
474107,Three cozy rooms in an SF Edwardian home!,2318089,,Excelsior,37.72369,-122.42865,Private room,93
479415,Sunny Home in Prime Bernal Heights,350839,,Bernal Heights,37.74125,-122.41368,Entire home/apt,315
487019,Spacious Bright 3 br/2ba in Potrero Hill,2410550,,Potrero Hill,37.75622,-122.39821,Entire home/apt,225
487499,Mission District - Perfect Location,1682183,,Mission,37.75884,-122.42232,Entire home/apt,125
491867,Central San Francisco Urban Dream,969518,,Western Addition,37.77196,-122.43477,Entire home/apt,375
493889,Spacious 1brm w/ breathtaking view,2439917,,Outer Mission,37.72833,-122.44125,Entire home/apt,189
494111,Comfortable space of your own in SF,252927,,Outer Richmond,37.77991,-122.48508,Entire home/apt,130
501770,Contemporary Home with Mid-Century Modern Design,2475480,,Haight Ashbury,37.77252,-122.43846,Entire home/apt,220
503362,"Million Dollar Penthouse, Remodeled",2475480,,Haight Ashbury,37.77265,-122.43857,Entire home/apt,350
504146,★ Iconic Marina Waterfront ★ Walk/Bike Score 94+,2486135,,Marina,37.80489,-122.43746,Entire home/apt,269
505530,Come stay in Bernal Heights!!,698337,,Bernal Heights,37.74154,-122.4086,Entire home/apt,206
519796,Lrg Sunny Flat/1 Blk fr Lombard St,2019559,,Russian Hill,37.801,-122.42436,Entire home/apt,126
522273,Amazing Private Room w/View in Beautiful SF Flat,2568946,,Bayview,37.73852,-122.39215,Private room,62
530857,"Sunny, quiet private room with parking",2607120,,Excelsior,37.71727,-122.43644,Private room,92
531151,Sunny 4-Bedroom Family Home Central SF Location,2608908,,Bernal Heights,37.73466,-122.41694,Entire home/apt,449
533627,Potrero Paradise with Stunning Views and Hot Tub,2544752,,Potrero Hill,37.7608,-122.40379,Entire home/apt,534
535293,Amazing 3BR/3BA Radiant Heated Apt,250861,,Ocean View,37.72334,-122.45557,Entire home/apt,295
537133,Castro Garden Loft,127367,,Castro/Upper Market,37.75714,-122.43419,Entire home/apt,105
545585,★ Penthouse in excellent location with views!,2682061,,Nob Hill,37.79629,-122.41006,Private room,400
545685,"Garden Suite by Golden Gate Park, Private Bathrm",2676602,,Outer Richmond,37.77502,-122.48035,Entire home/apt,99
555596,Charming Noe Valley Garden Oasis,1772044,,Noe Valley,37.74402,-122.43729,Entire home/apt,99
561148,"Great Family Home, Quiet Street, Close to GG Park",2758480,,Inner Richmond,37.77689,-122.45594,Entire home/apt,425
561602,Stunning view/Mission District/20 minutes downtown,2760904,,Bernal Heights,37.744736,-122.418465,Private room,80
562593,Beauty in the Heart of North Beach,2767413,,North Beach,37.80082,-122.40594,Entire home/apt,185
568161,Comfortable Room in Glen Park (SF),2795397,,Outer Mission,37.73218,-122.43726,Private room,68
571042,Upscale View Cottage in San Francisco 3br/ 2.5ba.,1550529,,Haight Ashbury,37.76829,-122.43968,Entire home/apt,620
571142,Best San Francisco Airbnb! Walk Everywhere!,2072534,,Inner Sunset,37.76459,-122.45483,Entire home/apt,216
580106,Enormous beautiful room in a great area,475974,,Haight Ashbury,37.77612,-122.44247,Private room,93
582335,"Luxurious, high end, modern, remodeled Victorian.",2867852,,Marina,37.80144,-122.43865,Entire home/apt,1049
585326,"Cozy Suite by Golden Gate Park, Private Bathrm",2676602,,Outer Richmond,37.77547,-122.48116,Entire home/apt,66
589767,Beautiful Nob Hill Apartment with Perfect Location,1692184,,Russian Hill,37.79769,-122.41155,Entire home/apt,325
592883,Quiet bedroom with private bathroom,1776403,,Mission,37.75594,-122.41105,Private room,80
593253,Lower Haight Victorian room,2929255,,Western Addition,37.7699,-122.42917,Private room,90
596042,Prime Location - Single Airy Room,216682,,Pacific Heights,37.79361,-122.42469,Private room,48
602036,Eclectic Queen Anne Victorian in NOPA,224980,,Western Addition,37.7769,-122.44312,Entire home/apt,420
604221,(800Mbps) Cute Bright 2BR Downtown walk to BART,2991110,,Downtown/Civic Center,37.78239,-122.41833,Entire home/apt,100
607500,Newly Renovated - San Francisco in Style,1805856,,Haight Ashbury,37.76864,-122.45267,Entire home/apt,975
616204,Walker's Paradise - Heart of SF,2806033,,Chinatown,37.79644,-122.40879,Entire home/apt,450
616517,Beautiful and Spacious Loft - SOMA,3055666,,South of Market,37.77459,-122.40768,Entire home/apt,199
626349,Sunny Modern Luxury Condo!,2528117,,South of Market,37.78097,-122.40628,Entire home/apt,123
628068,Contemporary Studio- Prime Location,1347606,,Financial District,37.78724,-122.39825,Entire home/apt,97
632303,"Cozy Stylish Apt in SF Hills. Trails, Bay Views",2206832,,Glen Park,37.73932,-122.43337,Entire home/apt,95
633629,Room with Private Sitting Area,3151325,,Outer Mission,37.73175,-122.44106,Private room,100
635850,SF Penthouse right next to the Moscone Center,3169829,,South of Market,37.78297,-122.39963,Private room,280
640605,San Francisco Marina Garden Studio,3198692,,Marina,37.80261,-122.43383,Entire home/apt,110
642672,Gorgeous 1BR - heart of Noe Valley,611216,,Bernal Heights,37.74584,-122.42412,Entire home/apt,99
647360,"Stylish, Comfortable Apartment Close to Twin Peaks",3245648,,Lakeshore,37.73286,-122.47812,Entire home/apt,267
648086,Private room and Private bath.,3250518,,Bernal Heights,37.74189,-122.41902,Private room,79
654279,Quiet Room in Our Friendly Home,3289160,,Bayview,37.74444,-122.40408,Private room,90
663623,Grand victorian flat in mission SF,119920,,Mission,37.7562,-122.40944,Entire home/apt,240
664307,Private Room: Escape to the Mission,3355966,,Mission,37.75292,-122.4186,Private room,105
664315,Home in the Heart of the Mission,3355966,,Mission,37.75502,-122.41889,Entire home/apt,136
666434,San Francisco one bedroom unit,103427,,Financial District,37.78929,-122.40601,Entire home/apt,357
671513,Sunny San Francisco Spot near Golden Gate Park!,2072534,,Inner Sunset,37.76618,-122.45311,Entire home/apt,205
678556,"Cheerful, Private Garden Studio - Retreat from the City",3453060,,Haight Ashbury,37.77426,-122.45376,Entire home/apt,165
680288,Cozy Mission Garden Rooms,3463569,,Mission,37.7523,-122.41395,Entire home/apt,175
690872,Pacific Hts Designer Home,1142106,,Pacific Heights,37.79156,-122.44492,Entire home/apt,240
691023,Modern and Serene House on Dolores Park,3531780,,Castro/Upper Market,37.75757,-122.42693,Entire home/apt,450
696827,studio unit san francisco,103427,,Chinatown,37.79163,-122.4072,Entire home/apt,257
699723,2BR Penthouse with 4 sunny decks,469757,,Potrero Hill,37.76497,-122.39798,Entire home/apt,428
708731,Private Entry to Private Bed/Bath w Garden Outside,3645596,,Western Addition,37.78163,-122.43819,Private room,130
715543,Marie's sunny spacious Mission loft,3676663,,Mission,37.76196,-122.41361,Entire home/apt,180
715754,Stunning Views Near Haight & Castro,3685746,,Castro/Upper Market,37.76476,-122.44273,Entire home/apt,160
719431,Garden live/work suite in safe area by Metro subwy,783438,,West of Twin Peaks,37.73993,-122.4686,Entire home/apt,106
720811,Private Apartment in the Inner Richmond of SF,93873,,Inner Richmond,37.77739,-122.46161,Entire home/apt,156
725300,"Bright, Serene Sanctuary above the Castro 3BR/Pkg",3750633,,Castro/Upper Market,37.75941,-122.44334,Private room,399
727866,Comfy Cozy Clean Guest Suite Near SF Ocean Beach,1743076,,Outer Sunset,37.74658,-122.50314,Entire home/apt,150
727969,Spacious 1 Bedroom with Garden in Sunny Noe,3729230,,Noe Valley,37.7527,-122.43294,Entire home/apt,159
728585,Clipper Street Cottage,3780377,,Noe Valley,37.74988,-122.4355,Entire home/apt,129
728884,Spacious 2BR in Noe with Parking,3729230,,Noe Valley,37.75277,-122.43517,Entire home/apt,207
734801,"Luxurious, modern, beautiful A+view",3832375,,Pacific Heights,37.78972,-122.43086,Entire home/apt,195
734839,Relax in a Charming Edwardian Flat in Russian Hill,3832802,,North Beach,37.80074,-122.41048,Entire home/apt,280
738547,Spectacular Bay View Russian Hill,3860047,,Russian Hill,37.80601,-122.41901,Entire home/apt,395
741327,Short-Term Furnished Rental Nob Hill FiDi: 1BR/1BA,9965793,,Nob Hill,37.79102,-122.40921,Entire home/apt,123
745867,TWIN PEAK VIEWS! private mini-suite,3676045,,Potrero Hill,37.75393,-122.39924,Private room,39
745957,Micro-Private Single,576273,,Financial District,37.79492147,-122.4031206,Private room,500
746079,Castro/Corbett Heights Condo,1567365,,Castro/Upper Market,37.76079,-122.44434,Private room,130
747167,Micro-Private Double,576273,,Chinatown,37.79495,-122.40515,Private room,600
749990,Remodeled Beauty in Haight Ashbury,2475480,,Haight Ashbury,37.77164,-122.44084,Entire home/apt,225
752607,MIssion Charmer in Foodie Paradise - 3bd/1ba,3958328,,Mission,37.76548,-122.42032,Entire home/apt,299
754117,Amazing flat in Haight Ashbury,3967658,,Haight Ashbury,37.77234,-122.44622,Entire home/apt,275
758815,Beautiful apartment with garden close to the water,3998807,,Marina,37.80304,-122.44187,Entire home/apt,128
760794,"Panoramic View, Gorgeous, Homey:",4010707,,Glen Park,37.73743,-122.42932,Entire home/apt,200
765914,"Gorgeous Mission Loft, Great Light!",4038852,,Mission,37.75778,-122.41316,Entire home/apt,399
766516,"Sunlit Precita Park/Bernal 2BR+Bonus Rms, 5* Clean",4041928,,Bernal Heights,37.7467,-122.41368,Entire home/apt,125
767506,Spacious Gem to Entertain or Relax,3807182,,West of Twin Peaks,37.74412,-122.45273,Entire home/apt,410
774323,PrivateBath.    Hike/Bike/TransitScore97,4085271,,Mission,37.76034,-122.42394,Private room,150
