id,host_neighbourhood,street,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,state,zipcode,market,smart_location,latitude,longitude,price
32047121,,"San Francisco, CA, United States",Cole Valley,Inner Sunset,,CA,94117,San Francisco,"San Francisco, CA",37.76288,-122.45342,126.00
32047123,,"San Francisco, CA, United States",Cole Valley,Inner Sunset,,CA,94117,San Francisco,"San Francisco, CA",37.76229,-122.45358,90.00
32048914,Portola,"San Francisco, CA, United States",Portola,Excelsior,,CA,94134,San Francisco,"San Francisco, CA",37.72458,-122.41613,50.00
32049077,Portola,"San Francisco, CA, United States",Portola,Excelsior,,CA,94134,San Francisco,"San Francisco, CA",37.72352,-122.41602,50.00
32050026,Nob Hill,"San Francisco, CA, United States",Nob Hill,Nob Hill,,CA,94109,San Francisco,"San Francisco, CA",37.79189,-122.4154,375.00
32050337,SoMa,"San Francisco, CA, United States",SoMa,South of Market,,CA,94107,San Francisco,"San Francisco, CA",37.77886,-122.4032,500.00
32062146,Noe Valley,"San Francisco, CA, United States",Noe Valley,Noe Valley,,CA,94114,San Francisco,"San Francisco, CA",37.75053,-122.44017,235.00
32062666,Noe Valley,"San Francisco, CA, United States",Noe Valley,Noe Valley,,CA,94114,San Francisco,"San Francisco, CA",37.75206,-122.44139,139.00
32063054,,"San Francisco, CA, United States",Cole Valley,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.76181,-122.44689,420.00
32065646,Inner Sunset,"San Francisco, CA, United States",Inner Sunset,Inner Sunset,,CA,94122,San Francisco,"San Francisco, CA",37.76204,-122.47487,47.00
32067195,Dogpatch,"San Francisco, CA, United States",Dogpatch,Potrero Hill,,CA,94107,San Francisco,"San Francisco, CA",37.7599,-122.39119,105.00
32067318,Outer Sunset,"San Francisco, CA, United States",Outer Sunset,Outer Sunset,,CA,94122,San Francisco,"San Francisco, CA",37.76352,-122.47873,165.00
32072704,Richmond District,"San Francisco, CA, United States",Richmond District,Inner Richmond,,CA,94118,San Francisco,"San Francisco, CA",37.77527,-122.4696,140.00
32075650,SoMa,"San Francisco, CA, United States",SoMa,South of Market,,CA,94103,San Francisco,"San Francisco, CA",37.77725,-122.40984,85.00
32087546,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.73134,-122.4258,100.00
32088425,Portola,"San Francisco, CA, United States",Portola,Excelsior,,CA,94134,San Francisco,"San Francisco, CA",37.72471,-122.41611,100.00
32105504,Inner Sunset,"San Francisco, CA, United States",Inner Sunset,Inner Sunset,,CA,94122,San Francisco,"San Francisco, CA",37.76563,-122.46443,575.00
32111737,Western Addition/NOPA,"San Francisco, CA, United States",Western Addition/NOPA,Western Addition,,CA,94115,San Francisco,"San Francisco, CA",37.77911,-122.44202,475.00
32113366,Parkside,"San Francisco, CA, United States",Outer Sunset,Parkside,,CA,94116,San Francisco,"San Francisco, CA",37.74348,-122.47871,235.00
32130272,Richmond District,"San Francisco, CA, United States",Richmond District,Outer Richmond,,CA,94121,San Francisco,"San Francisco, CA",37.7798,-122.50771,50.00
32133907,SoMa,"San Francisco, CA, United States",SoMa,South of Market,,CA,94103,San Francisco,"San Francisco, CA",37.77599,-122.40991,999.00
32135550,Japantown,"San Francisco, CA, United States",Japantown,Western Addition,,CA,94115,San Francisco,"San Francisco, CA",37.78661,-122.42872,325.00
32136274,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.72407,-122.43239,599.00
32137520,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.72488,-122.43277,67.00
32147391,Lower Haight,"San Francisco, CA, United States",Hayes Valley,Western Addition,,CA,94102,San Francisco,"San Francisco, CA",37.77224,-122.4286,120.00
32159389,Mid-Wilshire,"Daly City, CA, United States",Crocker Amazon,Crocker Amazon,,CA,94014,San Francisco,"Daly City, CA",37.70884,-122.44777,35.00
32160209,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.72468,-122.43254,69.00
32160573,Anaheim,"San Francisco, CA, United States",Downtown,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.78718,-122.41007,199.00
32161226,Mid-Wilshire,"Daly City, CA, United States",Crocker Amazon,Crocker Amazon,,CA,94014,San Francisco,"Daly City, CA",37.70848,-122.44916,40.00
32162233,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.72404,-122.43343,55.00
32162751,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.72626,-122.43234,55.00
32164312,Anaheim,"San Francisco, CA, United States",Downtown,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.78764,-122.41148,199.00
32166070,Mid-Wilshire,"Daly City, CA, United States",Crocker Amazon,Crocker Amazon,,CA,94014,San Francisco,"Daly City, CA",37.70917,-122.44861,38.00
32167598,Noe Valley,"San Francisco, CA, United States",Noe Valley,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.7525,-122.42355,174.00
32183178,Sea Cliff,"San Francisco, CA, United States",Richmond District,Seacliff,,CA,94121,San Francisco,"San Francisco, CA",37.78883,-122.4864,650.00
32184244,Atherton,"San Francisco, CA, United States",Downtown,Downtown/Civic Center,,CA,94109,San Francisco,"San Francisco, CA",37.78729,-122.41434,55.00
32187339,Anaheim,"San Francisco, CA, United States",Downtown,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.78747,-122.41157,199.00
32191720,Portola,"San Francisco, CA, United States",Portola,Excelsior,,CA,94134,San Francisco,"San Francisco, CA",37.72476,-122.40946,79.00
32192128,Portola,"San Francisco, CA, United States",Portola,Excelsior,,CA,94134,San Francisco,"San Francisco, CA",37.7254,-122.4088,107.00
32192300,Portola,"San Francisco, CA, United States",Portola,Excelsior,,CA,94134,San Francisco,"San Francisco, CA",37.72646,-122.40943,59.00
32201477,Cambridge,"San Francisco, CA, United States",SoMa,South of Market,,CA,94103,San Francisco,"San Francisco, CA",37.77813,-122.4125,221.00
32206210,Waikiki,"San Francisco, CA, United States",SoMa,South of Market,,CA,94158,San Francisco,"San Francisco, CA",37.77848,-122.39558,670.00
32210241,Pacific Heights,"San Francisco, CA, United States",Pacific Heights,Pacific Heights,,CA,94115,San Francisco,"San Francisco, CA",37.79285,-122.43507,100.00
32212075,Potrero Hill,"San Francisco, CA, United States",Potrero Hill,Potrero Hill,,CA,94107,San Francisco,"San Francisco, CA",37.76077,-122.40607,550.00
32216182,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94110,San Francisco,"San Francisco, CA",37.73536,-122.41458,150.00
32223893,North Beach,"San Francisco, CA, United States",Telegraph Hill,North Beach,,CA,94133,San Francisco,"San Francisco, CA",37.80536,-122.40939,80.00
32225341,Anaheim,"San Francisco, CA, United States",Downtown,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.78705,-122.41109,199.00
32253409,Anaheim,"San Francisco, CA, United States",Downtown,Downtown/Civic Center,,CA,94102,San Francisco,"San Francisco, CA",37.78728,-122.41153,199.00
32257360,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75337,-122.40615,600.00
32267786,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75368,-122.40509,280.00
32268646,San Mateo,"San Francisco, CA, United States",Bayview,Bayview,,CA,94124,San Francisco,"San Francisco, CA",37.72004,-122.39453,150.00
32269770,Fisherman''s Wharf,"San Francisco, CA, United States",Fisherman''s Wharf,Russian Hill,,CA,94109,San Francisco,"San Francisco, CA",37.80658,-122.42034,249.00
32273831,Noe Valley,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.76405,-122.43162,57.00
32286267,Tenderloin,"San Francisco, CA, United States",South Beach,South of Market,,CA,94105,San Francisco,"San Francisco, CA",37.78858,-122.3902,138.00
32286902,,"Daly City, CA, United States",Crocker Amazon,Crocker Amazon,,CA,94014,San Francisco,"Daly City, CA",37.70872,-122.4403,125.00
32287791,The Castro,"San Francisco, CA, United States",The Castro,Castro/Upper Market,,CA,94114,San Francisco,"San Francisco, CA",37.76156,-122.44172,71.00
32290651,Outer Sunset,"San Francisco, CA, United States",Outer Sunset,Parkside,,CA,94116,San Francisco,"San Francisco, CA",37.74266,-122.50393,250.00
32291443,Bernal Heights,"San Francisco, CA, United States",Bernal Heights,Bernal Heights,,CA,94112,San Francisco,"San Francisco, CA",37.73432,-122.4231,129.00
32293596,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94103,San Francisco,"San Francisco, CA",37.7699,-122.42289,445.00
32296092,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.71802,-122.43563,159.00
32309186,Mission District,"San Francisco, CA, United States",Mission District,Mission,,CA,94110,San Francisco,"San Francisco, CA",37.75033,-122.42255,199.00
32309951,Cole Valley,"San Francisco, CA, United States",Cole Valley,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.76077,-122.4482,145.00
32312991,Haight-Ashbury,"San Francisco, CA, United States",Haight-Ashbury,Haight Ashbury,,CA,94117,San Francisco,"San Francisco, CA",37.76906,-122.45013,90.00
32313672,Excelsior,"San Francisco, CA, United States",Excelsior,Excelsior,,CA,94112,San Francisco,"San Francisco, CA",37.72853,-122.42339,125.00
32314338,Twin Peaks,"San Francisco, CA, United States",Twin Peaks,Twin Peaks,,CA,94131,San Francisco,"San Francisco, CA",37.75334,-122.44889,249.00
